180305-15:33:02 login login successful 
180305-15:33:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:09:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:09:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-17:09:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:09:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-17:09:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:09:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:09:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:09:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:09:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:09:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:09:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:09:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:09:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:09:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:09:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:09:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:09:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:09:53 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:10:10 login login successful 
180305-17:10:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-17:10:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:10:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:10:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:10:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:10:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:10:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:10:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:10:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:10:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:10:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:10:17 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:10:17 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:17 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:17 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:10:18 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:10:19 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:10:20 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:10:22 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:10:22 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-17:10:23 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:10:23 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-17:10:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-17:10:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-17:11:02 login login successful 
180305-17:29:18 login login successful 
180305-17:29:18 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:18 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-17:29:19 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:20 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:29:20 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:20 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-17:29:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-17:29:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:29:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.51', 80) 
180305-17:29:22 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:22 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-17:29:22 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:23 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.31', 80) 
180305-17:29:23 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.51', 80) 
180305-17:29:23 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:23 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:23 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.51', 80) 
180305-17:29:23 direct_request ori:(u'0.0.0.0', 0), dest:(u'67.55.118.215', 80) 
180305-17:29:23 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-17:29:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.16', 80) 
180305-17:29:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.30', 80) 
180305-17:29:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'173.255.140.8', 80) 
180305-17:29:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'67.22.40.208', 443) 
180305-17:29:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.211.22.138', 443) 
180305-17:29:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:29 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:31 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:29:31 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:29:32 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:29:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:29:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.51', 80) 
180305-17:59:27 login login successful 
180305-17:59:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:29 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-17:59:29 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:29 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:29 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-17:59:29 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:30 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-17:59:30 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180305-17:59:30 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:30 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:31 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:31 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:31 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:31 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:31 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-17:59:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180305-17:59:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-17:59:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180305-17:59:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:38 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.6.110', 80) 
180305-17:59:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.6.110', 80) 
180305-17:59:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.6.110', 80) 
180305-17:59:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.6.110', 80) 
180305-17:59:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-17:59:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-17:59:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.235.244.227', 80) 
180305-17:59:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180305-17:59:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-17:59:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-17:59:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-17:59:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.235.244.227', 80) 
180305-17:59:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.235.244.227', 80) 
180305-17:59:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.235.244.227', 80) 
180305-17:59:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-17:59:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'185.127.18.225', 80) 
180305-17:59:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'205.185.216.42', 443) 
180305-17:59:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180305-17:59:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'205.147.93.132', 80) 
180305-17:59:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'185.127.18.225', 80) 
180305-17:59:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'205.147.93.132', 80) 
180305-17:59:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.6.110', 80) 
180305-17:59:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-17:59:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.235.244.227', 80) 
180305-17:59:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.168', 80) 
180305-17:59:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'205.147.93.132', 80) 
180305-17:59:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-17:59:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-17:59:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-17:59:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-17:59:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-17:59:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-17:59:53 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:32:57 login login successful 
180305-18:32:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:32:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:32:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-18:32:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:32:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:32:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.235.244.212', 80) 
180305-18:32:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'185.127.18.225', 80) 
180305-18:33:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-18:33:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-18:33:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.235.244.212', 80) 
180305-18:33:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-18:33:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.235.244.212', 80) 
180305-18:33:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'185.127.18.225', 80) 
180305-18:33:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-18:33:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-18:33:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.18.58.228', 80) 
180305-18:33:03 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-18:33:04 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:04 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:04 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:04 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-18:33:04 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-18:33:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-18:33:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-18:33:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-18:33:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-18:33:06 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-18:33:07 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:07 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:07 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:08 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-18:33:08 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-18:33:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-18:33:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-18:33:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-18:33:13 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-18:33:14 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-18:33:17 login login successful 
180305-18:33:17 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:18 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-18:33:20 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-18:33:20 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:22 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-18:33:22 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-18:33:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-18:33:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-18:33:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-18:33:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'23.235.244.212', 80) 
180305-18:33:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'205.147.93.132', 80) 
180305-18:33:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-18:33:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-18:33:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-18:33:29 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-18:33:30 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-18:33:31 login login successful 
180305-18:33:32 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-18:33:32 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:32 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
